"VAMP_score","data"
0.244952041,"pred"
0.48949833,"pred"
0.886220124,"pred"
0.668852767,"pred"
0.668852767,"pred"
0.746995737,"pred"
0.746995737,"pred"
0.746995737,"pred"
0.746995737,"pred"
0.746995737,"pred"
0.746995737,"pred"
0.746995737,"pred"
0.781782032,"pred"
0.781782032,"pred"
0.781782032,"pred"
0.781782032,"pred"
0.781782032,"pred"
0.781782032,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
0.249231783999999,"pred"
0.249231783999999,"pred"
0.214107773,"pred"
0.365650287,"pred"
0.815132472,"pred"
0.815132472,"pred"
0.701714585999999,"pred"
0.701714585999999,"pred"
0.701714585999999,"pred"
0.701714585999999,"pred"
0.701714585999999,"pred"
0.701714585999999,"pred"
0.701714585999999,"pred"
0.970038053,"pred"
0.970038053,"pred"
0.970038053,"pred"
0.970038053,"pred"
0.970038053,"pred"
0.970038053,"pred"
0.970038053,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
0.951883515,"pred"
0.951883515,"pred"
0.951883515,"pred"
0.951883515,"pred"
0.951883515,"pred"
1.08988871799999,"pred"
0.952956084,"pred"
1.08234398799999,"pred"
1.08234398799999,"pred"
0.975589512,"pred"
0.975589512,"pred"
0.975589512,"pred"
0.975589512,"pred"
0.975589512,"pred"
0.975589512,"pred"
0.975589512,"pred"
1.008913158,"pred"
1.008913158,"pred"
1.008913158,"pred"
1.008913158,"pred"
1.008913158,"pred"
1.008913158,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
0.933826944,"pred"
0.933826944,"pred"
0.933826944,"pred"
0.933826944,"pred"
0.933826944,"pred"
1.17803717299999,"pred"
0.93226177,"pred"
0.921293387999999,"pred"
0.921293387999999,"pred"
0.921293387999999,"pred"
0.921293387999999,"pred"
0.921293387999999,"pred"
0.909255892,"pred"
0.909255892,"pred"
0.909255892,"pred"
0.909255892,"pred"
0.909255892,"pred"
0.909255892,"pred"
0.899788095,"pred"
0.899788095,"pred"
0.899788095,"pred"
0.899788095,"pred"
0.899788095,"pred"
0.899788095,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
0.380550982999999,"pred"
0.380550982999999,"pred"
0.380550982999999,"pred"
0.380550982999999,"pred"
0.380550982999999,"pred"
0.615918351,"pred"
0.484710622999999,"pred"
0.644046181,"pred"
0.644046181,"pred"
0.644046181,"pred"
0.557903434,"pred"
0.557903434,"pred"
0.557903434,"pred"
0.557903434,"pred"
0.557903434,"pred"
0.690599322999999,"pred"
0.690599322999999,"pred"
0.690599322999999,"pred"
0.690599322999999,"pred"
0.690599322999999,"pred"
0.690599322999999,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1.016052708,"pred"
1.016052708,"pred"
1.038699069,"pred"
0.654931129,"pred"
0.954226936,"pred"
0.954226936,"pred"
0.954226936,"pred"
1.028576076,"pred"
1.028576076,"pred"
1.028576076,"pred"
1.028576076,"pred"
1.028576076,"pred"
0.982188437,"pred"
0.982188437,"pred"
0.982188437,"pred"
0.982188437,"pred"
0.982188437,"pred"
0.982188437,"pred"
0.982188437,"pred"
1,"pred"
1,"pred"
1,"pred"
0.424299724,"pred"
0.424299724,"pred"
0.424299724,"pred"
0.616848044,"pred"
0.557791244,"pred"
0.638391113,"pred"
0.638391113,"pred"
0.638391113,"pred"
0.638391113,"pred"
0.638391113,"pred"
0.587405075,"pred"
0.587405075,"pred"
0.587405075,"pred"
0.587405075,"pred"
0.587405075,"pred"
0.587405075,"pred"
0.723827332,"pred"
0.723827332,"pred"
0.723827332,"pred"
0.723827332,"pred"
0.723827332,"pred"
1,"pred"
1,"pred"
1,"pred"
1.00813653,"pred"
1.00813653,"pred"
1.00813653,"pred"
1.030677849,"pred"
1.041678647,"pred"
1.034275637,"pred"
1.034275637,"pred"
1.044152712,"pred"
1.044152712,"pred"
1.044152712,"pred"
1.044152712,"pred"
1.044152712,"pred"
1.044152712,"pred"
1.044152712,"pred"
0.994838507,"pred"
0.994838507,"pred"
0.994838507,"pred"
0.994838507,"pred"
0.994838507,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
0.758549469,"pred"
0.758549469,"pred"
0.758549469,"pred"
0.758549469,"pred"
0.758549469,"pred"
1.005013956,"pred"
0.683275315999999,"pred"
0.702506985999999,"pred"
0.702506985999999,"pred"
0.702506985999999,"pred"
0.702506985999999,"pred"
0.702506985999999,"pred"
0.808397655999999,"pred"
0.808397655999999,"pred"
0.808397655999999,"pred"
0.808397655999999,"pred"
0.808397655999999,"pred"
0.808397655999999,"pred"
0.973750032,"pred"
0.973750032,"pred"
0.973750032,"pred"
0.973750032,"pred"
0.973750032,"pred"
0.973750032,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1.018830739,"pred"
1.018830739,"pred"
0.955552403,"pred"
0.958241638,"pred"
0.968213943,"pred"
0.968213943,"pred"
0.968213943,"pred"
1.01743303,"pred"
1.01743303,"pred"
1.01743303,"pred"
1.01743303,"pred"
1.01743303,"pred"
1.080705804,"pred"
1.080705804,"pred"
1.080705804,"pred"
1.080705804,"pred"
1.080705804,"pred"
1.080705804,"pred"
1.080705804,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
0.767448347,"pred"
0.767448347,"pred"
0.767448347,"pred"
0.905205042,"pred"
0.774668648,"pred"
0.774470265,"pred"
0.774470265,"pred"
0.774470265,"pred"
0.774470265,"pred"
0.774470265,"pred"
1.03649088799999,"pred"
1.03649088799999,"pred"
1.03649088799999,"pred"
1.03649088799999,"pred"
1.03649088799999,"pred"
1.03649088799999,"pred"
0.795865362,"pred"
0.795865362,"pred"
0.795865362,"pred"
0.795865362,"pred"
0.795865362,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1.004989695,"pred"
1.004989695,"pred"
1.035878902,"pred"
1.000438315,"pred"
0.998153851,"pred"
0.998153851,"pred"
0.998153851,"pred"
0.998153851,"pred"
0.998153851,"pred"
0.998153851,"pred"
0.998153851,"pred"
0.998153851,"pred"
0.998153851,"pred"
0.998153851,"pred"
0.998153851,"pred"
0.998153851,"pred"
0.998153851,"pred"
0.998153851,"pred"
0.998153851,"pred"
0.998153851,"pred"
0.998153851,"pred"
0.998153851,"pred"
0.998153851,"pred"
0.998153851,"pred"
0.998153851,"pred"
0.998153851,"pred"
0.998153851,"pred"
0.746259247,"pred"
0.746259247,"pred"
0.746259247,"pred"
0.746259247,"pred"
0.746259247,"pred"
0.746259247,"pred"
0.746259247,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
0.597910897,"pred"
0.597910897,"pred"
0.597910897,"pred"
0.597910897,"pred"
0.597910897,"pred"
0.949808405,"pred"
0.66703904,"pred"
0.723923089,"pred"
0.723923089,"pred"
0.723923089,"pred"
0.723923089,"pred"
0.723923089,"pred"
0.7702838,"pred"
0.7702838,"pred"
0.7702838,"pred"
0.7702838,"pred"
0.7702838,"pred"
0.7702838,"pred"
0.797814795,"pred"
0.797814795,"pred"
0.797814795,"pred"
0.797814795,"pred"
0.797814795,"pred"
0.797814795,"pred"
1,"pred"
1,"pred"
1,"pred"
0.543904352,"pred"
0.543904352,"pred"
0.543904352,"pred"
0.543904352,"pred"
0.543904352,"pred"
0.246432437,"pred"
0.102351192,"pred"
0.102351192,"pred"
0.102351192,"pred"
0.279739062,"pred"
0.279739062,"pred"
0.279739062,"pred"
0.146715647,"pred"
0.146715647,"pred"
0.216666942,"pred"
0.216666942,"pred"
0.216666942,"pred"
0.216666942,"pred"
0.216666942,"pred"
0.216666942,"pred"
0.216666942,"pred"
0.216666942,"pred"
0.216666942,"pred"
1,"pred"
1,"pred"
1,"pred"
0.413096833999999,"pred"
0.413096833999999,"pred"
0.413096833999999,"pred"
0.413096833999999,"pred"
0.413096833999999,"pred"
0.816647893,"pred"
0.280032696,"pred"
0.280032696,"pred"
0.280032696,"pred"
1.137467606,"pred"
1.137467606,"pred"
1.137467606,"pred"
0.507867404,"pred"
0.507867404,"pred"
0.507867404,"pred"
0.507867404,"pred"
0.507867404,"pred"
0.507867404,"pred"
0.507867404,"pred"
0.507867404,"pred"
0.507867404,"pred"
1,"pred"
1,"pred"
1,"pred"
0.289630481999999,"pred"
0.289630481999999,"pred"
0.289630481999999,"pred"
0.289630481999999,"pred"
0.289630481999999,"pred"
0.371881856,"pred"
0.167416316,"pred"
0.167416316,"pred"
0.167416316,"pred"
0.167416316,"pred"
0.3939348,"pred"
0.3939348,"pred"
0.3939348,"pred"
0.3939348,"pred"
0.8052656,"pred"
0.8052656,"pred"
0.377846804,"pred"
0.377846804,"pred"
0.377846804,"pred"
0.377846804,"pred"
0.377846804,"pred"
0.377846804,"pred"
0.377846804,"pred"
0.377846804,"pred"
0.377846804,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1.004901404,"pred"
1.004901404,"pred"
1.004901404,"pred"
1.004901404,"pred"
1.004901404,"pred"
0.580805822,"pred"
0.456883063,"pred"
0.456883063,"pred"
0.456883063,"pred"
0.63580489,"pred"
0.63580489,"pred"
0.577547088,"pred"
0.547410883999999,"pred"
0.547410883999999,"pred"
0.547410883999999,"pred"
0.547410883999999,"pred"
0.547410883999999,"pred"
0.547410883999999,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
0.85250548,"pred"
0.85250548,"pred"
0.85250548,"pred"
0.85250548,"pred"
0.85250548,"pred"
0.671568667999999,"pred"
1.01990238,"pred"
1.01990238,"pred"
1.01990238,"pred"
1.108911344,"pred"
1.108911344,"pred"
0.417623653,"pred"
1.205442613,"pred"
1.205442613,"pred"
1.205442613,"pred"
1.205442613,"pred"
1.205442613,"pred"
1.205442613,"pred"
1,"pred"
1,"pred"
1,"pred"
0.90563911,"pred"
0.90563911,"pred"
0.90563911,"pred"
0.90563911,"pred"
0.90563911,"pred"
0.5931485,"pred"
0.5931485,"pred"
0.83551673,"pred"
0.83551673,"pred"
0.83551673,"pred"
0.843458345999999,"pred"
0.843458345999999,"pred"
0.843458345999999,"pred"
0.929419252,"pred"
0.929419252,"pred"
0.885057592,"pred"
0.885057592,"pred"
0.885057592,"pred"
0.885057592,"pred"
0.885057592,"pred"
0.885057592,"pred"
0.885057592,"pred"
0.885057592,"pred"
0.885057592,"pred"
1,"pred"
1,"pred"
1,"pred"
0.979512023,"pred"
0.979512023,"pred"
0.979512023,"pred"
0.979512023,"pred"
0.979512023,"pred"
0.954341708,"pred"
0.936433530999999,"pred"
0.936433530999999,"pred"
0.936433530999999,"pred"
0.936433530999999,"pred"
0.897460145,"pred"
0.897460145,"pred"
0.897460145,"pred"
0.897460145,"pred"
0.995862959,"pred"
0.995862959,"pred"
0.953735485,"pred"
0.953735485,"pred"
0.953735485,"pred"
0.953735485,"pred"
0.953735485,"pred"
0.953735485,"pred"
0.953735485,"pred"
0.953735485,"pred"
0.953735485,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
0.976305145,"pred"
0.976305145,"pred"
0.976305145,"pred"
0.976305145,"pred"
0.976305145,"pred"
0.962843779,"pred"
0.958330195999999,"pred"
0.958330195999999,"pred"
0.958330195999999,"pred"
0.934410605999999,"pred"
0.934410605999999,"pred"
0.965797965999999,"pred"
0.97212521,"pred"
0.97212521,"pred"
0.97212521,"pred"
0.97212521,"pred"
0.97212521,"pred"
0.97212521,"pred"
1,"pred"
1,"pred"
1,"pred"
0.58259347,"pred"
0.58259347,"pred"
0.58259347,"pred"
0.58259347,"pred"
0.58259347,"pred"
0.925646245999999,"pred"
0.471499102,"pred"
0.471499102,"pred"
0.471499102,"pred"
0.638431171,"pred"
0.638431171,"pred"
0.638431171,"pred"
0.636693386,"pred"
0.636693386,"pred"
0.643825483,"pred"
0.643825483,"pred"
0.643825483,"pred"
0.643825483,"pred"
0.643825483,"pred"
0.643825483,"pred"
0.643825483,"pred"
0.643825483,"pred"
0.643825483,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
0.715515593,"pred"
0.715515593,"pred"
0.715515593,"pred"
0.715515593,"pred"
0.715515593,"pred"
0.58041604,"pred"
0.697970335,"pred"
0.697970335,"pred"
0.697970335,"pred"
0.703118393,"pred"
0.703118393,"pred"
0.676048477,"pred"
0.715841199,"pred"
0.715841199,"pred"
0.715841199,"pred"
0.715841199,"pred"
0.715841199,"pred"
0.715841199,"pred"
0.266977276,"pred"
1,"pred"
1,"pred"
1,"pred"
0.403311094,"pred"
0.403311094,"pred"
0.382168132999999,"pred"
0.382168132999999,"pred"
0.382168132999999,"pred"
0.362027699,"pred"
0.362027699,"pred"
0.544114522,"pred"
0.544114522,"pred"
0.544114522,"pred"
0.544114522,"pred"
0.544114522,"pred"
0.172984055,"pred"
0.267447088999999,"pred"
0.267447088999999,"pred"
0.267447088999999,"pred"
0.267447088999999,"pred"
0.267447088999999,"pred"
0.267447088999999,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
0.855196722999999,"pred"
0.855196722999999,"pred"
0.855196722999999,"pred"
0.855196722999999,"pred"
0.72027554,"pred"
0.72027554,"pred"
0.779576473,"pred"
0.792927981,"pred"
0.792927981,"pred"
0.792927981,"pred"
0.792927981,"pred"
0.654590236,"pred"
0.63187318,"pred"
0.63187318,"pred"
0.63187318,"pred"
0.63187318,"pred"
0.63187318,"pred"
0.675035932,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
0.697884019,"pred"
0.697884019,"pred"
0.697884019,"pred"
0.531137038,"pred"
0.531137038,"pred"
0.531137038,"pred"
0.736965038,"pred"
0.736965038,"pred"
0.779777934,"pred"
0.779777934,"pred"
0.779777934,"pred"
0.779777934,"pred"
0.779777934,"pred"
0.239621329,"pred"
0.424772187,"pred"
0.424772187,"pred"
0.424772187,"pred"
0.424772187,"pred"
0.424772187,"pred"
0.424772187,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
0.977079589,"pred"
0.977079589,"pred"
0.977079589,"pred"
0.977079589,"pred"
0.977079589,"pred"
0.977079589,"pred"
0.977079589,"pred"
0.997870349,"pred"
0.997870349,"pred"
0.846094006,"pred"
0.920675901,"pred"
0.920675901,"pred"
0.920675901,"pred"
0.920675901,"pred"
1.099279863,"pred"
0.769274638,"pred"
0.769274638,"pred"
0.769274638,"pred"
0.769274638,"pred"
0.769274638,"pred"
0.676444342,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
0.896077573,"pred"
0.896077573,"pred"
0.896077573,"pred"
0.896077573,"pred"
0.896077573,"pred"
0.60283118,"pred"
0.60283118,"pred"
0.60283118,"pred"
0.641749272,"pred"
0.641749272,"pred"
0.826505833,"pred"
0.826505833,"pred"
0.826505833,"pred"
0.826505833,"pred"
0.826505833,"pred"
0.510406064,"pred"
0.39652013,"pred"
0.39652013,"pred"
0.39652013,"pred"
0.39652013,"pred"
0.39652013,"pred"
0.39652013,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
0.86712864,"pred"
0.86712864,"pred"
0.86712864,"pred"
0.86712864,"pred"
0.86712864,"pred"
0.86712864,"pred"
0.86712864,"pred"
0.826814523,"pred"
0.826814523,"pred"
0.931354205,"pred"
0.931354205,"pred"
0.952909111,"pred"
0.952909111,"pred"
0.952909111,"pred"
0.952909111,"pred"
0.952909111,"pred"
0.557464267999999,"pred"
0.596431242999999,"pred"
0.596431242999999,"pred"
0.596431242999999,"pred"
0.596431242999999,"pred"
0.596431242999999,"pred"
0.596431242999999,"pred"
0.851118177,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1.229887802,"pred"
1.229887802,"pred"
1.229887802,"pred"
1.229887802,"pred"
1.229887802,"pred"
0.706688322,"pred"
0.706688322,"pred"
0.706688322,"pred"
0.647751001,"pred"
1.062349913,"pred"
1.062349913,"pred"
1.062349913,"pred"
1.062349913,"pred"
1.062349913,"pred"
1.062349913,"pred"
0.846217168,"pred"
0.841721179,"pred"
0.841721179,"pred"
0.841721179,"pred"
0.841721179,"pred"
0.875620981,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
0.961582136,"pred"
0.961582136,"pred"
0.961582136,"pred"
0.842904988,"pred"
0.842904988,"pred"
0.842904988,"pred"
0.538782382,"pred"
1.145091886,"pred"
1.145091886,"pred"
1.145091886,"pred"
1.145091886,"pred"
1.145091886,"pred"
1.145091886,"pred"
0.820660514,"pred"
1.012392777,"pred"
1.012392777,"pred"
1.012392777,"pred"
1.012392777,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
0.750652142,"pred"
0.750652142,"pred"
0.750652142,"pred"
0.750652142,"pred"
0.920560858,"pred"
0.920560858,"pred"
1.36050291199999,"pred"
1.36050291199999,"pred"
1.36050291199999,"pred"
1.36050291199999,"pred"
1.36050291199999,"pred"
1.36050291199999,"pred"
1.36050291199999,"pred"
1.36050291199999,"pred"
1.36050291199999,"pred"
1.36050291199999,"pred"
1.36050291199999,"pred"
1.36050291199999,"pred"
1.36050291199999,"pred"
1.36050291199999,"pred"
1.36050291199999,"pred"
1.36050291199999,"pred"
0.67453621,"pred"
0.734297984,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1.005402729,"pred"
1.005402729,"pred"
1.005402729,"pred"
1.005402729,"pred"
1.005402729,"pred"
1.005402729,"pred"
1.005402729,"pred"
0.923365841,"pred"
0.923365841,"pred"
0.804146122,"pred"
0.804146122,"pred"
0.602299503,"pred"
0.602299503,"pred"
0.602299503,"pred"
0.602299503,"pred"
0.602299503,"pred"
0.487043297999999,"pred"
0.675356309,"pred"
0.675356309,"pred"
0.675356309,"pred"
0.675356309,"pred"
0.675356309,"pred"
0.675356309,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
0.827401144,"pred"
0.827401144,"pred"
0.827401144,"pred"
0.827401144,"pred"
0.874868539,"pred"
0.874868539,"pred"
0.687577027,"pred"
0.687577027,"pred"
0.849291646,"pred"
0.849291646,"pred"
0.849291646,"pred"
0.849291646,"pred"
0.849291646,"pred"
0.371202092999999,"pred"
0.64710729,"pred"
0.64710729,"pred"
0.64710729,"pred"
0.64710729,"pred"
0.64710729,"pred"
0.64710729,"pred"
0.224812435,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
0.258352576,"pred"
0.258352576,"pred"
0.258352576,"pred"
0.287563093999999,"pred"
0.287563093999999,"pred"
0.287563093999999,"pred"
0.222843067,"pred"
0.325756304,"pred"
0.325756304,"pred"
0.325756304,"pred"
0.325756304,"pred"
0.330856866,"pred"
0.235667961999999,"pred"
0.235667961999999,"pred"
0.235667961999999,"pred"
0.235667961999999,"pred"
0.235667961999999,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
0.921426220999999,"pred"
0.921426220999999,"pred"
0.921426220999999,"pred"
0.921426220999999,"pred"
0.921426220999999,"pred"
0.921426220999999,"pred"
0.921426220999999,"pred"
0.609604933,"pred"
0.609604933,"pred"
0.707892326,"pred"
0.733178612,"pred"
0.733178612,"pred"
0.733178612,"pred"
0.733178612,"pred"
0.733178612,"pred"
0.733178612,"pred"
0.851249461,"pred"
0.616297474,"pred"
0.616297474,"pred"
0.616297474,"pred"
0.616297474,"pred"
0.989087647999999,"pred"
1,"pred"
1,"pred"
1,"pred"
1.000695187,"pred"
1.000695187,"pred"
1.09446453,"pred"
1.09446453,"pred"
1.09446453,"pred"
1.077334072,"pred"
0.876237385,"pred"
0.876237385,"pred"
0.876237385,"pred"
0.876237385,"pred"
1.041175711,"pred"
1.014390093,"pred"
1.014390093,"pred"
1.014390093,"pred"
1.014390093,"pred"
1.014390093,"pred"
0.909637765999999,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
0.952425981,"pred"
0.952425981,"pred"
0.952425981,"pred"
0.998310800999999,"pred"
0.998310800999999,"pred"
0.998310800999999,"pred"
0.815858645999999,"pred"
0.815858645999999,"pred"
0.815858645999999,"pred"
0.815858645999999,"pred"
0.815858645999999,"pred"
0.815858645999999,"pred"
0.815858645999999,"pred"
0.815858645999999,"pred"
0.815858645999999,"pred"
0.815858645999999,"pred"
0.815858645999999,"pred"
0.815858645999999,"pred"
0.815858645999999,"pred"
0.815858645999999,"pred"
0.815858645999999,"pred"
0.815858645999999,"pred"
0.926392152,"pred"
0.983004907,"pred"
0.949502926,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
0.843698541,"pred"
0.843698541,"pred"
0.843698541,"pred"
1.312142195,"pred"
1.312142195,"pred"
1.312142195,"pred"
1.015708676,"pred"
1.015708676,"pred"
0.913738875,"pred"
0.913738875,"pred"
0.913738875,"pred"
0.913738875,"pred"
0.913738875,"pred"
1.032361578,"pred"
1.05518258,"pred"
1.05518258,"pred"
1.05518258,"pred"
1.05518258,"pred"
1.05518258,"pred"
1.05518258,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
0.950705265999999,"pred"
0.950705265999999,"pred"
0.950705265999999,"pred"
0.950705265999999,"pred"
0.950705265999999,"pred"
0.950705265999999,"pred"
0.950705265999999,"pred"
0.956246277,"pred"
0.956246277,"pred"
0.922605765,"pred"
0.819966915999999,"pred"
0.819966915999999,"pred"
0.819966915999999,"pred"
0.819966915999999,"pred"
0.784320261,"pred"
0.916444912,"pred"
0.916444912,"pred"
0.916444912,"pred"
0.916444912,"pred"
0.916444912,"pred"
0.588293129,"pred"
1,"pred"
1,"pred"
1,"pred"
0.858810821,"pred"
0.858810821,"pred"
0.560254734,"pred"
0.560254734,"pred"
0.560254734,"pred"
0.59904917,"pred"
0.717587833,"pred"
0.717587833,"pred"
0.717587833,"pred"
0.717587833,"pred"
0.591024709,"pred"
0.543569606,"pred"
0.543569606,"pred"
0.543569606,"pred"
0.543569606,"pred"
0.543569606,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
0.468374517,"pred"
0.468374517,"pred"
0.468374517,"pred"
0.468374517,"pred"
0.468374517,"pred"
0.468374517,"pred"
0.468374517,"pred"
0.382223724,"pred"
0.382223724,"pred"
0.354039436,"pred"
0.462211026,"pred"
0.462211026,"pred"
0.462211026,"pred"
0.462211026,"pred"
0.395139282999999,"pred"
0.359058932,"pred"
0.359058932,"pred"
0.359058932,"pred"
0.359058932,"pred"
0.359058932,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
0.504845869,"pred"
0.504845869,"pred"
0.504845869,"pred"
0.504845869,"pred"
0.504845869,"pred"
0.504845869,"pred"
0.504845869,"pred"
0.433577993,"pred"
0.433577993,"pred"
0.320900713,"pred"
0.320900713,"pred"
0.527180056,"pred"
0.527180056,"pred"
0.527180056,"pred"
0.527180056,"pred"
0.527180056,"pred"
0.456352243,"pred"
0.377578247,"pred"
0.377578247,"pred"
0.377578247,"pred"
0.377578247,"pred"
0.377578247,"pred"
0.377578247,"pred"
1.044054356,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
0.991835008,"pred"
0.991835008,"pred"
0.991835008,"pred"
0.989320087999999,"pred"
0.989320087999999,"pred"
0.989320087999999,"pred"
0.739986537999999,"pred"
0.739986537999999,"pred"
0.708947914,"pred"
0.708947914,"pred"
0.708947914,"pred"
0.708947914,"pred"
0.708947914,"pred"
0.919852005,"pred"
0.871673545999999,"pred"
0.871673545999999,"pred"
0.871673545999999,"pred"
0.871673545999999,"pred"
0.871673545999999,"pred"
0.871673545999999,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
1,"pred"
0.985316431,"pred"
0.985316431,"pred"
0.985316431,"pred"
0.985316431,"pred"
0.985316431,"pred"
0.985316431,"pred"
0.985316431,"pred"
0.808168216,"pred"
0.808168216,"pred"
0.821964585,"pred"
0.752910766,"pred"
0.752910766,"pred"
0.752910766,"pred"
0.752910766,"pred"
0.963020875,"pred"
0.867009120999999,"pred"
0.867009120999999,"pred"
0.867009120999999,"pred"
0.867009120999999,"pred"
0.867009120999999,"pred"
0.624890669,"pred"
1,"pred"
1,"pred"
1,"pred"
1.02389083,"pred"
1.02389083,"pred"
0.589395103,"pred"
0.589395103,"pred"
0.589395103,"pred"
0.708901415999999,"pred"
0.416215591,"pred"
0.416215591,"pred"
